month,北京,天津,石家庄,唐山,秦皇岛,邯郸,保定,张家口,承德,廊坊,沧州,衡水,邢台,太原,呼和浩特,包头,鄂尔多斯,大同,长治,临汾,阳泉,赤峰,乌海,通辽,呼伦贝尔,巴彦淖尔,乌兰察布,兴安盟,锡林郭勒盟,阿拉善盟,晋城,朔州,晋中,运城,忻州,吕梁,雄安新区
2022-08,33.8,35.9,48.4,41.4,36.5,52.2,42.4,24.6,27.7,37.2,42.3,49.6,55.2,49.5,34.0,33.6,36.9,40.5,40.2,40.4,48.5,25.0,52.3,30.5,21.9,54.0,29.7,21.0,19.1,28.5,40.4,48.7,47.3,43.4,38.5,58.0,50.9
2022-09,61.7,62.0,73.6,74.0,56.3,77.3,84.1,35.8,43.2,73.0,66.1,67.7,73.8,71.4,57.8,54.4,49.2,67.6,60.3,65.2,68.4,35.4,73.9,46.0,30.5,62.8,42.3,29.8,26.4,30.3,66.9,81.8,69.4,83.1,51.9,74.4,84.7
2022-10,69.2,72.1,82.6,71.9,60.8,82.0,89.5,41.1,58.5,78.1,74.8,75.8,81.6,92.7,53.9,62.1,53.9,61.6,60.2,67.8,78.6,44.7,67.0,51.2,28.1,85.4,49.5,36.4,27.3,46.6,69.3,79.5,85.7,75.8,69.9,78.9,92.5
2022-11,75.1,94.5,100.6,86.7,65.8,109.9,105.3,44.6,67.6,90.1,99.1,107.5,106.7,105.8,48.2,69.5,67.6,65.2,72.7,108.2,100.7,51.3,99.1,58.9,29.5,90.6,49.4,47.6,29.1,44.6,75.3,84.1,105.2,120.1,82.4,91.6,124.0
2022-12,61.5,91.5,98.1,83.3,57.5,111.6,106.3,51.8,57.6,82.0,109.3,116.1,99.3,91.8,93.8,89.6,73.7,94.7,81.0,120.3,88.3,41.3,102.1,57.9,28.2,94.7,70.6,32.7,34.6,54.5,83.0,109.9,99.7,140.2,79.0,102.3,92.6
2023-01,68.0,106.9,112.2,100.3,84.2,131.8,99.7,66.3,75.0,92.0,121.9,137.4,106.5,114.0,116.4,112.5,101.3,108.0,92.4,160.5,108.5,74.3,152.9,67.1,31.6,128.2,89.7,47.6,53.9,93.6,109.6,134.3,122.9,171.3,106.4,124.8,102.4
2023-02,80.9,94.7,123.2,95.6,78.5,108.2,112.3,45.7,67.9,99.2,96.4,100.3,104.6,119.5,62.4,66.1,65.8,74.2,88.3,129.7,118.6,50.1,102.9,61.4,33.3,83.5,52.5,36.7,25.4,61.2,104.5,96.2,123.6,118.8,100.4,104.8,112.5
2023-03,146.5,162.3,180.0,158.7,138.8,175.7,176.3,141.3,127.6,175.5,149.8,174.3,194.9,176.8,144.5,150.1,153.1,141.1,130.6,160.9,169.5,99.6,180.0,115.9,43.2,194.4,125.2,81.3,118.0,103.3,155.4,169.7,180.5,149.1,148.7,155.7,186.5
2023-04,131.4,135.5,158.4,144.3,115.4,147.1,163.7,137.7,124.7,147.8,142.4,139.7,164.7,149.1,167.0,167.3,180.7,147.2,103.7,152.9,131.8,100.0,229.9,126.2,56.5,216.0,144.6,116.8,111.5,192.5,115.2,154.5,147.7,147.4,129.9,175.6,175.7
2023-05,72.2,76.9,74.6,86.2,71.1,65.6,78.1,68.6,68.9,79.9,73.1,74.5,67.4,81.5,86.5,91.5,92.3,79.6,54.8,74.4,69.5,75.2,113.4,106.9,49.5,117.5,74.9,59.3,84.5,79.1,58.2,90.7,75.6,57.5,66.6,81.9,87.0
2023-06,45.3,52.1,51.1,59.4,46.3,45.3,57.4,33.2,36.9,58.0,52.4,55.1,57.3,58.5,46.1,43.2,46.5,48.3,47.0,65.2,51.3,32.9,64.5,41.9,28.1,52.1,37.1,29.1,35.1,48.0,48.1,60.6,56.4,49.2,43.1,63.7,70.1
2023-07,35.9,42.9,45.0,46.9,36.7,39.3,41.4,31.3,34.0,46.4,42.3,41.2,49.4,50.4,40.6,42.1,45.7,39.9,42.5,55.5,46.8,32.3,78.9,36.7,28.4,59.1,35.8,23.1,22.7,48.9,41.7,49.1,49.0,50.8,42.7,58.1,55.0
2023-08,38.5,41.2,46.8,49.3,35.6,39.3,44.6,29.3,30.9,45.7,38.5,35.7,42.5,53.1,38.9,42.6,54.1,40.4,42.5,62.8,50.1,24.8,62.8,28.7,25.7,77.2,34.5,20.4,20.9,37.1,54.3,57.9,47.4,49.5,45.9,68.2,51.8
2023-09,47.7,58.0,65.5,64.3,47.1,56.1,64.6,30.4,39.0,64.6,56.9,58.3,66.2,63.4,41.6,42.1,44.7,44.1,44.3,64.2,62.1,35.0,71.1,37.2,27.2,60.1,35.0,28.9,33.0,44.7,54.7,55.7,59.5,49.1,49.9,64.0,74.5
2023-10,66.7,88.2,89.8,83.7,64.6,91.4,94.0,39.3,57.7,86.6,91.3,94.5,90.7,87.3,72.2,67.5,48.8,66.8,64.8,103.6,77.7,51.4,69.4,52.1,29.5,75.2,48.9,41.1,26.1,32.7,81.5,80.0,82.9,106.0,61.9,89.3,103.2
2023-11,60.1,79.4,93.7,79.7,60.3,102.9,97.1,47.5,59.7,81.4,89.9,92.6,105.1,94.1,76.6,87.3,77.2,76.4,69.9,99.5,87.8,51.6,93.3,56.8,23.6,91.9,57.1,35.4,33.2,50.7,79.8,89.5,94.1,112.9,78.6,95.2,102.4
2023-12,79.4,102.7,103.4,98.1,78.8,110.1,107.8,59.9,71.2,99.5,106.9,105.2,102.3,114.8,112.9,124.5,89.5,105.6,78.2,127.6,102.8,54.1,117.6,58.6,31.8,114.8,84.3,34.6,42.7,56.5,86.1,109.3,121.4,127.2,112.5,100.1,117.6
2024-01,60.9,81.5,105.5,81.6,69.4,111.3,98.4,45.8,67.0,82.1,91.6,95.2,106.9,102.5,92.4,108.8,58.9,89.1,75.4,107.7,99.6,42.3,96.3,58.6,26.7,90.2,55.9,41.5,25.7,39.6,84.6,93.4,99.6,117.5,97.6,90.1,102.3
2024-02,60.7,91.9,109.7,95.3,73.5,108.2,107.4,47.9,66.0,84.4,86.2,88.0,114.4,106.6,91.4,99.0,91.1,71.8,78.5,137.2,108.2,54.3,192.8,75.0,34.6,122.0,59.7,65.1,37.9,125.9,99.3,94.6,110.6,129.5,98.8,110.8,104.9
2024-03,95.4,115.9,121.3,109.0,90.3,115.0,123.5,105.5,80.5,118.5,116.3,104.9,119.2,104.6,104.7,115.4,118.1,101.6,84.9,108.9,110.0,73.7,131.6,96.6,30.5,136.8,87.8,61.3,65.4,84.5,100.3,117.4,103.7,110.2,101.5,107.0,136.9
2024-04,88.1,90.9,102.2,94.5,83.7,92.5,112.8,80.4,63.3,95.3,92.6,87.3,92.9,93.7,91.4,108.0,93.6,87.2,72.6,95.6,104.2,56.2,161.7,80.6,54.0,150.9,76.1,68.1,88.2,141.7,87.3,88.1,97.9,82.7,86.8,91.0,118.2
2024-05,66.8,73.2,75.9,79.8,77.1,78.3,80.4,58.3,61.4,76.1,71.6,67.7,77.6,74.6,65.4,69.9,80.7,66.1,62.3,83.3,71.3,49.3,111.7,69.2,34.0,112.8,53.5,38.0,57.4,138.4,78.4,75.4,71.5,69.2,62.5,74.0,89.1
2024-06,62.2,69.5,71.7,72.0,62.3,70.5,74.4,66.1,53.6,77.9,68.3,82.9,72.7,71.9,75.6,65.0,68.9,60.2,57.7,85.0,71.3,41.3,88.3,46.4,29.0,102.6,59.5,30.5,89.7,72.8,62.3,73.0,69.1,69.6,65.1,75.1,92.1
2024-07,40.4,45.4,56.1,49.2,52.8,44.6,50.2,35.6,35.7,52.2,42.5,44.6,49.3,53.1,39.7,41.5,47.7,39.7,38.5,50.2,54.8,28.8,88.4,41.3,42.3,73.9,35.1,41.5,27.2,64.1,44.3,52.7,49.8,37.9,49.6,49.6,52.0
2024-08,27.9,39.2,38.6,43.0,40.3,38.5,37.6,27.7,31.0,41.7,37.1,39.1,34.4,43.0,31.1,30.7,40.6,35.2,35.0,46.1,39.8,22.9,59.5,29.3,33.7,52.6,31.7,23.5,17.9,41.5,42.5,48.0,39.6,42.8,41.1,48.6,42.9
2024-09,31.4,41.1,60.4,46.6,33.8,53.8,50.0,25.4,30.9,46.3,41.6,48.2,52.7,51.3,28.4,31.1,37.6,30.2,39.8,54.6,60.0,26.1,56.8,35.9,29.3,62.5,30.1,29.7,17.5,31.7,51.9,43.2,49.4,49.0,44.8,52.3,54.6
2024-10,66.0,82.7,98.9,76.1,58.6,101.0,91.4,42.5,53.9,90.0,88.2,86.5,96.5,73.8,45.5,44.5,48.1,55.5,65.0,78.0,86.0,43.1,72.8,46.8,28.6,70.7,40.9,36.6,26.2,34.0,85.7,65.5,74.9,81.6,66.9,69.0,102.0
2024-11,67.1,66.0,92.3,66.3,54.3,80.4,89.8,52.3,63.1,75.3,68.3,67.5,81.0,89.6,62.9,68.7,61.1,68.4,65.5,90.8,89.6,51.0,94.8,61.8,28.5,90.4,47.3,49.7,25.6,39.3,69.0,81.9,92.7,84.7,83.1,90.1,91.9
2024-12,38.9,62.5,68.8,60.8,49.0,89.8,74.7,31.2,50.4,55.9,75.2,80.5,82.6,79.4,62.3,69.3,54.4,67.1,65.0,88.1,70.7,33.7,74.6,49.3,28.8,76.1,40.5,35.4,22.2,33.7,67.6,85.0,86.2,102.0,70.6,92.0,84.4
2025-01,50.9,77.2,85.4,71.5,60.6,90.9,87.4,42.2,59.7,75.0,84.8,86.4,87.8,94.0,84.5,96.2,66.6,83.0,72.4,102.5,78.9,50.7,100.4,72.0,33.9,101.1,52.8,62.8,22.7,50.7,93.1,99.7,95.9,116.6,90.2,101.3,95.2
2025-02,47.7,74.0,84.6,69.7,67.1,81.2,74.8,38.4,47.9,64.7,75.2,75.1,91.3,83.4,56.8,61.4,60.3,61.2,66.3,86.2,81.5,39.4,79.0,63.5,29.6,69.6,42.8,39.2,31.1,50.1,78.4,77.6,91.5,94.1,70.0,81.3,85.4
2025-03,78.5,86.0,113.0,86.1,70.8,106.6,93.6,64.8,62.5,82.5,90.3,91.2,112.4,141.2,91.9,102.9,135.4,91.5,91.5,134.6,125.1,60.2,220.6,90.2,35.2,150.0,69.1,67.8,50.4,159.5,111.8,105.1,150.7,113.8,104.8,165.6,103.7
2025-04,65.9,80.2,105.3,81.5,65.5,102.3,93.1,46.6,50.9,84.3,85.6,95.1,108.5,114.6,61.6,81.4,123.8,77.9,89.5,137.7,103.9,41.0,165.3,66.5,37.2,124.4,53.4,45.6,36.8,169.6,115.9,103.7,119.4,149.7,90.7,129.8,107.6
2025-05,60.0,71.0,79.0,73.9,64.4,76.1,78.4,46.1,45.1,76.7,66.5,76.3,83.5,80.4,49.6,63.5,85.2,55.3,71.8,97.1,72.9,39.9,122.3,58.0,46.1,95.4,46.1,45.1,34.2,131.4,90.8,75.2,78.8,103.1,58.5,92.7,89.2
2025-06,44.2,53.8,60.5,58.2,47.3,58.7,62.8,35.9,39.1,63.1,57.1,66.0,60.9,48.5,28.6,31.5,38.3,35.3,43.4,59.0,51.0,30.1,45.6,35.6,31.3,40.0,31.0,27.8,26.5,37.3,55.2,49.5,46.9,45.5,37.0,55.3,77.1
2025-07,29.1,35.5,40.7,40.9,35.7,40.2,35.8,27.9,31.1,43.6,36.0,40.5,41.0,38.6,23.6,27.2,33.0,27.9,36.2,48.6,42.2,23.6,38.4,30.6,21.9,36.6,26.8,25.7,19.0,31.2,43.4,41.0,36.2,32.0,33.6,46.0,38.8
2025-08,26.8,32.9,38.8,36.7,34.4,36.4,35.6,29.4,30.3,40.1,36.3,35.9,38.4,40.0,30.6,33.7,34.1,34.4,35.0,47.6,40.0,22.8,49.5,30.5,22.3,41.7,30.7,21.1,18.9,37.1,37.7,45.1,39.4,31.1,32.5,42.9,36.5
2025-09,37.2,53.4,50.4,57.7,51.8,43.5,57.0,30.9,34.7,52.4,51.0,51.9,46.6,53.7,40.4,42.2,44.7,42.8,36.4,56.9,53.0,29.8,61.8,41.9,25.9,55.7,36.3,29.5,26.6,47.9,37.2,57.9,51.4,31.5,45.8,51.1,62.4
2025-10,49.6,63.5,70.9,53.3,53.0,57.6,68.9,32.9,43.4,63.7,56.2,57.2,60.7,59.1,41.2,41.1,39.0,44.4,39.5,63.4,58.4,37.5,59.8,50.5,25.9,60.4,35.6,33.2,24.0,40.4,55.1,60.2,55.4,47.6,48.6,52.4,72.4
2025-11,65.4,98.5,96.7,82.1,74.3,98.0,101.8,51.6,56.1,91.9,99.5,107.4,95.6,103.8,80.9,95.0,84.0,93.5,74.3,133.9,101.1,43.0,124.3,61.0,23.6,109.0,60.5,41.1,28.1,78.0,98.3,97.5,113.7,126.7,78.8,112.8,115.7
