month,北京,天津,石家庄,唐山,秦皇岛,邯郸,保定,张家口,承德,廊坊,沧州,衡水,邢台,太原,呼和浩特,包头,鄂尔多斯,大同,长治,临汾,阳泉,赤峰,乌海,通辽,呼伦贝尔,巴彦淖尔,乌兰察布,兴安盟,锡林郭勒盟,阿拉善盟,晋城,朔州,晋中,运城,忻州,吕梁,雄安新区
2024-03,42.3,51.8,49.9,48.2,42.1,51.1,51.3,27.7,27.4,52.9,51.1,45.1,50.2,42.6,29.5,34.2,29.2,31.6,41.4,45.2,39.5,26.1,33.6,36.7,19.6,39.7,24.2,33.8,11.5,22.6,40.8,33.5,39.8,44.7,43.4,34.3,51.6
2024-04,40.6,40.4,48.0,39.5,39.2,43.2,46.9,27.5,22.7,42.5,40.1,38.7,42.0,42.6,27.9,32.4,25.8,28.7,37.2,38.9,43.7,21.4,41.0,38.5,20.6,39.8,24.8,27.6,15.2,38.1,34.3,29.6,39.7,34.0,42.7,32.6,46.5
2024-05,28.7,31.0,32.3,33.6,30.8,34.7,30.1,21.0,21.4,31.7,29.4,28.0,31.0,30.7,24.3,24.3,28.1,25.7,28.1,32.3,29.4,17.5,32.3,29.3,16.2,35.8,24.2,19.3,12.8,46.6,27.6,26.5,28.0,27.7,30.3,27.7,32.1
2024-06,27.6,33.4,28.3,34.1,25.9,28.5,28.0,19.8,21.1,33.2,29.9,28.0,26.5,29.9,24.5,23.0,23.7,22.2,26.9,31.9,29.1,17.5,28.4,24.6,15.8,32.2,24.4,18.3,21.7,24.7,23.0,25.4,26.8,26.7,31.8,28.0,30.6
2024-07,26.6,30.4,32.2,30.2,25.5,26.0,25.9,14.7,19.4,27.6,28.3,25.1,28.9,27.2,19.5,18.8,18.7,17.8,25.7,23.6,33.0,16.8,26.5,29.2,31.7,25.8,19.5,31.1,13.6,24.6,24.8,22.2,26.8,21.8,33.9,21.5,28.0
2024-08,16.0,22.7,19.7,24.4,18.7,17.7,16.5,11.1,13.1,18.4,21.9,19.0,16.3,21.5,13.6,14.5,14.4,14.6,18.7,18.1,21.4,11.7,17.8,18.3,21.6,20.0,17.7,15.5,6.4,14.9,19.1,17.7,19.9,20.5,27.6,18.5,18.7
2024-09,17.3,21.0,34.3,21.0,15.2,28.8,25.6,12.5,12.6,21.7,23.2,24.5,30.7,26.7,15.2,16.2,15.9,15.0,24.9,24.2,33.5,12.1,21.7,18.5,15.6,23.5,18.5,13.9,6.1,13.7,26.6,19.6,27.0,24.9,31.5,24.3,23.7
2024-10,42.0,52.4,64.8,44.2,34.1,67.9,65.2,22.5,25.3,57.1,61.4,59.6,66.0,40.1,22.6,21.3,18.6,24.6,44.4,41.6,47.8,22.3,26.9,25.1,18.3,29.3,22.8,19.5,8.4,13.7,52.0,25.8,39.0,47.9,42.3,25.5,63.8
2024-11,42.2,38.3,58.8,36.1,31.3,52.6,59.5,29.1,32.8,47.6,43.5,44.4,52.8,52.7,34.0,31.4,24.8,32.6,44.0,55.0,54.0,26.9,35.8,34.8,16.5,36.2,27.8,33.7,11.2,14.8,37.1,36.5,48.6,51.7,53.4,38.1,52.7
2024-12,17.3,32.8,32.4,31.3,27.0,49.7,41.6,13.1,22.9,28.8,45.2,46.8,43.2,38.5,23.8,26.2,16.7,25.1,39.0,48.6,32.2,15.0,28.0,23.0,20.0,25.6,20.6,23.3,8.0,14.1,36.7,27.8,37.0,66.0,36.7,31.4,42.8
2025-01,28.5,46.7,47.1,41.4,34.9,52.1,56.9,21.0,31.5,45.6,55.7,53.9,48.0,54.3,49.8,48.9,23.9,36.9,44.4,56.5,40.8,31.2,38.9,41.1,26.1,41.9,29.1,43.9,11.1,15.3,51.8,41.6,46.0,76.4,59.4,37.9,54.0
2025-02,25.6,42.9,44.8,39.3,38.7,48.6,45.8,16.8,22.4,39.9,45.9,46.1,53.1,41.7,25.5,25.3,16.8,23.2,41.9,44.4,39.2,19.7,26.6,28.6,20.6,25.0,20.5,24.6,9.1,16.0,38.9,25.9,39.9,56.8,38.0,28.2,45.6
2025-03,39.4,42.7,45.6,40.4,35.4,44.2,46.5,24.7,27.8,45.0,46.0,44.2,46.3,51.7,30.7,32.8,33.0,31.1,41.3,42.7,45.5,26.5,49.8,43.0,21.0,40.1,24.7,43.4,12.2,41.9,37.8,31.7,46.1,44.9,41.5,47.2,45.5
2025-04,27.4,34.6,38.6,33.7,28.3,34.4,38.7,16.4,18.4,35.2,37.2,36.0,38.9,38.9,20.8,25.3,28.8,23.7,32.1,35.8,35.4,17.3,40.5,40.7,21.6,35.6,19.9,30.6,10.1,49.5,32.5,26.2,29.2,39.5,31.2,33.2,37.2
2025-05,31.4,35.9,35.6,38.7,30.3,28.7,36.5,19.8,22.7,38.3,34.9,33.0,36.0,33.5,22.1,25.3,27.5,23.9,31.2,30.2,31.8,22.0,32.2,35.0,34.7,33.2,21.9,33.3,15.4,43.3,27.9,25.0,24.3,34.9,25.8,31.2,38.7
2025-06,23.2,27.8,28.3,30.4,18.5,20.0,26.3,16.5,18.9,30.2,29.9,25.8,27.7,22.1,14.7,14.2,13.8,16.0,22.5,19.4,24.1,17.3,15.2,22.6,20.8,17.3,18.4,20.1,12.3,13.6,18.4,17.6,19.8,19.9,17.9,19.2,29.6
2025-07,18.1,20.8,23.1,24.8,13.4,14.0,16.0,15.1,15.6,18.8,19.1,17.5,20.0,20.9,13.8,14.6,14.4,13.8,20.1,17.8,24.1,13.5,16.0,19.8,13.5,16.3,18.3,16.6,9.5,12.8,16.8,17.9,18.9,18.8,20.5,20.4,17.5
2025-08,16.5,20.2,20.7,21.8,11.6,16.5,15.4,14.4,14.3,18.6,18.7,16.4,16.9,20.7,15.5,16.9,12.9,16.0,18.8,18.5,21.7,11.8,20.1,17.8,12.9,16.7,19.4,13.3,8.6,14.4,15.5,18.0,21.1,18.9,21.2,18.5,18.4
2025-09,19.7,28.8,24.6,28.3,20.0,26.4,27.3,13.9,16.3,27.7,29.6,24.5,20.8,27.2,16.1,18.2,15.6,17.7,20.0,25.9,27.6,14.1,22.3,24.5,14.2,20.8,20.2,19.1,9.4,16.8,15.0,18.4,27.5,17.7,26.6,18.7,29.1
2025-10,31.5,38.0,45.9,30.8,26.4,46.8,46.7,17.0,21.0,42.0,38.1,38.6,39.1,35.9,20.6,20.7,17.3,23.0,28.3,36.2,33.2,20.0,27.1,27.2,13.8,29.1,22.6,20.7,8.6,19.6,27.6,25.8,34.8,29.5,32.0,23.1,43.4
2025-11,35.1,52.6,46.6,44.1,38.1,63.0,58.5,21.8,25.4,53.1,58.2,58.2,47.7,44.5,33.0,34.5,21.2,31.0,34.7,52.9,41.3,20.3,34.6,30.9,13.5,35.8,25.9,28.2,8.3,22.7,34.6,28.8,45.5,56.0,38.0,31.5,62.5
